IDX,FM DAC,BM DAC,PH DAC,SOA DAC,WL Target
0,52142,38647,3394,38047,1628.4
1,52142,38647,3330,37982,1628.4045
2,52142,38647,3266,37950,1628.409
3,52142,38647,3184,37887,1628.4135
4,52142,38647,3120,37877,1628.418
5,52142,38647,3056,37837,1628.4225
6,52142,38647,2994,37808,1628.427
7,52142,38647,2930,37743,1628.4315
8,52142,38647,2872,37686,1628.436
9,52142,38647,2792,37623,1628.4405
10,51300,37971,3016,37408,1628.445
11,51300,37971,2952,37359,1628.4495
12,51300,37971,2888,37309,1628.454
13,51300,37971,2840,37271,1628.4585
14,51300,37971,2776,37235,1628.463
15,51300,37971,2706,37224,1628.4675
16,51300,37971,2658,37211,1628.472
17,51300,37971,2576,37176,1628.4765
18,50458,37295,9874,41575,1628.481
19,50458,37295,9704,41464,1628.4855
20,50458,37295,9592,41438,1628.49
21,50458,37295,9458,41404,1628.4945
22,50458,37295,9314,41389,1628.499
23,50458,37295,9152,41335,1628.5035
24,50458,37295,9024,41334,1628.508
25,50458,37295,8898,41336,1628.5125
26,50458,37295,8754,41307,1628.517
27,50458,37295,8616,41263,1628.5215
28,50458,37295,8450,41208,1628.526
29,50458,37295,8338,41207,1628.5305
30,50458,37295,8176,41142,1628.535
31,50458,37295,8048,41087,1628.5395
32,49616,36619,8546,40823,1628.544
33,49616,36619,8450,40742,1628.5485
34,49616,36619,8322,40649,1628.553
35,49616,36619,8176,40536,1628.5575
36,49616,36619,8048,40444,1628.562
37,49616,36619,7938,40365,1628.5665
38,49616,36619,7826,40285,1628.571
39,49616,36619,7688,40147,1628.5755
40,49616,36619,7576,40045,1628.58
41,49616,36619,7442,39915,1628.5845
42,49616,36619,7314,39803,1628.589
43,49616,36619,7184,39677,1628.5935
44,49616,36619,7072,39602,1628.598
45,48774,35943,7538,39355,1628.6025
46,48774,35943,7442,39259,1628.607
47,48774,35943,7330,39148,1628.6115
48,48774,35943,7202,39035,1628.616
49,48774,35943,7088,38955,1628.6205
50,48774,35943,6962,38875,1628.625
51,48774,35943,6866,38811,1628.6295
52,48774,35943,6754,38715,1628.634
53,48774,35943,6632,38623,1628.6385
54,48774,35943,6520,38575,1628.643
55,48774,35943,6418,38555,1628.6475
56,48774,35943,6290,38509,1628.652
57,47932,35267,6706,38352,1628.6565
58,47932,35267,6610,38270,1628.661
59,47932,35267,6498,38197,1628.6655
60,47932,35267,6418,38134,1628.67
61,47932,35267,6306,38075,1628.6745
62,47932,35267,6192,37998,1628.679
63,47932,35267,6096,37942,1628.6835
64,47932,35267,5986,37868,1628.688
65,47932,35267,5890,37780,1628.6925
66,47932,35267,5800,37709,1628.697
67,47932,35267,5688,37607,1628.7015
68,47090,34591,6066,37483,1628.706
69,47090,34591,5986,37417,1628.7105
70,47090,34591,5890,37324,1628.715
71,47090,34591,5800,37243,1628.7195
72,47090,34591,5688,37106,1628.724
73,47090,34591,5602,37022,1628.7285
74,47090,34591,5490,36916,1628.733
75,47090,34591,5392,36822,1628.7375
76,47090,34591,5296,36758,1628.742
77,47090,34591,5216,36693,1628.7465
78,47090,34591,5106,36602,1628.751
79,47090,34591,5026,36574,1628.7555
80,47090,34591,4936,36532,1628.76
81,47090,34591,4840,36494,1628.7645
82,47090,34591,4754,36476,1628.769
83,47090,34591,4674,36445,1628.7735
84,46241,33908,5032,36335,1628.778
85,46241,33908,4968,36309,1628.7825
86,46241,33908,4888,36270,1628.787
87,46241,33908,4802,36236,1628.7915
88,46241,33908,4706,36208,1628.796
89,46241,33908,4626,36183,1628.8005
90,46241,33908,4544,36135,1628.805
91,46241,33908,4448,36091,1628.8095
92,46241,33908,4370,36077,1628.814
93,46241,33908,4290,36046,1628.8185
94,46241,33908,4216,36015,1628.823
95,46241,33908,4120,35962,1628.8275
96,46241,33908,4050,35931,1628.832
97,46241,33908,3954,35854,1628.8365
98,46241,33908,3890,35815,1628.841
