IDX,FM DAC,BM DAC,PH DAC,SOA DAC,WL Target
0,11196,4519,14002,23724,1627.59
1,11196,4519,13946,23709,1627.5911248875
2,11196,4519,13889,23694,1627.592249775
3,11196,4519,13833,23678,1627.5933746624999
4,11196,4519,13776,23663,1627.5945
5,11196,4519,13728,23649,1627.5956248875
6,11196,4519,13680,23635,1627.596749775
7,11196,4519,13632,23621,1627.5978746624999
8,11196,4519,13584,23607,1627.599
9,11196,4519,13529,23591,1627.6001248875
10,11196,4519,13473,23576,1627.601249775
11,11196,4519,13418,23560,1627.6023746624999
12,11196,4519,13362,23544,1627.6035
13,11196,4519,13312,23530,1627.6046248875
14,11196,4519,13261,23516,1627.605749775
15,11196,4519,13211,23501,1627.6068746624999
16,11196,4519,13160,23487,1627.608
17,11196,4519,13112,23477,1627.6091248875
18,11196,4519,13064,23467,1627.610249775
19,11196,4519,13016,23456,1627.6113746624999
20,11196,4519,12968,23446,1627.6125
21,11196,4519,12919,23435,1627.6136248875
22,11196,4519,12869,23425,1627.614749775
23,11196,4519,12820,23414,1627.6158746625
24,11196,4519,12770,23403,1627.617
25,11145,4487,12918,23454,1627.6181248875
26,11093,4456,13066,23504,1627.619249775
27,11042,4424,13214,23555,1627.6203746625
28,10990,4392,13362,23606,1627.6215
29,10990,4392,13310,23592,1627.6226248875
30,10990,4392,13258,23577,1627.623749775
31,10990,4392,13206,23563,1627.6248746625
32,10990,4392,13154,23548,1627.626
33,10990,4392,13122,23542,1627.6271248875
34,10990,4392,13090,23537,1627.628249775
35,10990,4392,13058,23531,1627.6293746625
